customer_id,signup_date,age,gender,country,city,customer_type,loyalty_status,acquisition_channel
CUST-00063,2025-01-15,54,Male,Australia,Sydney,B2C Individual,Bronze,Direct Market
CUST-00064,2024-09-10,43,Female,United States,Chicago,B2C Individual,Bronze,Email Referral
CUST-00065,2025-12-19,39,Male,United States,New York,B2B Small Business,Silver,Organic Search
CUST-00066,2025-08-12,21,Male,United Kingdom,London,B2C Individual,Gold,Social Media
CUST-00067,2025-02-23,48,Male,United States,Houston,B2C Individual,Bronze,Email Referral
CUST-00068,2024-12-07,35,Male,Australia,Melbourne,B2C Individual,Silver,Direct Market
CUST-00069,2025-05-18,55,Male,United States,Phoenix,B2C Individual,Silver,Paid Search
CUST-00070,2024-03-27,41,Male,Japan,Tokyo,B2C Individual,Bronze,Organic Search
CUST-00071,2024-12-21,40,Female,Canada,Montreal,B2C Individual,Bronze,Email Referral
CUST-00072,2024-02-19,39,Male,United States,Phoenix,B2C Individual,Bronze,Paid Search
CUST-00073,2025-05-05,19,Male,United States,Los Angeles,B2B Small Business,Bronze,Social Media
CUST-00074,2025-09-15,48,Female,Australia,Brisbane,B2C Individual,Gold,Paid Search
CUST-00075,2025-02-19,28,Male,Canada,Calgary,B2C Individual,Gold,Paid Search
CUST-00076,2024-04-12,45,Male,Canada,Montreal,B2B Small Business,Gold,Social Media
CUST-00077,2024-11-23,63,Female,Canada,Vancouver,B2C Individual,Gold,Paid Search
CUST-00078,2025-05-03,49,Female,United States,New York,B2B Small Business,Gold,Social Media
CUST-00079,2024-11-26,22,Male,United States,Phoenix,B2B Small Business,Silver,Organic Search
CUST-00080,2026-02-14,55,Female,United States,Houston,B2C Individual,Silver,Paid Search
CUST-00081,2025-09-06,27,Male,Australia,Melbourne,Corporate Account,Silver,Paid Search
CUST-00082,2025-12-13,57,Male,Germany,Frankfurt,B2C Individual,Silver,Social Media
CUST-00083,2024-08-09,63,Female,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00084,2025-02-15,41,Male,United States,Los Angeles,B2B Small Business,Gold,Social Media
CUST-00085,2024-08-04,52,Male,United States,New York,B2C Individual,Bronze,Social Media
CUST-00086,2025-01-18,61,Female,United States,New York,B2C Individual,Silver,Social Media
CUST-00087,2025-02-12,65,Female,Canada,Toronto,B2C Individual,Silver,Social Media
CUST-00088,2025-10-27,40,Male,Germany,Berlin,B2B Small Business,Bronze,Paid Search
CUST-00089,2025-09-12,34,Female,France,Marseille,B2B Small Business,Regular,Paid Search
CUST-00090,2025-07-16,18,Male,United Kingdom,Edinburgh,B2C Individual,Bronze,Social Media
CUST-00091,2024-12-06,48,Female,United States,Los Angeles,Corporate Account,Bronze,Organic Search
CUST-00092,2024-08-02,48,Male,Canada,Toronto,B2C Individual,Bronze,Email Referral
CUST-00093,2026-03-02,59,Male,Canada,Toronto,B2C Individual,Gold,Email Referral
CUST-00094,2026-02-05,59,Male,Germany,Berlin,B2C Individual,Silver,Paid Search
CUST-00095,2024-05-21,51,Male,Canada,Montreal,B2B Small Business,Silver,Social Media
CUST-00096,2024-03-14,26,Male,United Kingdom,Manchester,B2C Individual,Gold,Direct Market
CUST-00097,2024-06-19,39,Female,United Kingdom,Edinburgh,B2C Individual,Bronze,Organic Search
CUST-00098,2024-08-25,30,Female,United Kingdom,Birmingham,B2B Small Business,Bronze,Social Media
CUST-00099,2024-09-05,42,Male,United States,Chicago,Corporate Account,Bronze,Organic Search
CUST-00100,2025-10-17,65,Male,United States,Houston,B2C Individual,Gold,Paid Search
CUST-00101,2024-04-08,35,Male,United States,New York,B2C Individual,Silver,Email Referral
CUST-00102,2025-08-20,68,Female,Germany,Berlin,Corporate Account,Bronze,Social Media
CUST-00103,2025-08-15,29,Female,United States,Los Angeles,B2B Small Business,Bronze,Social Media
CUST-00104,2025-12-28,57,Non-Binary,United Kingdom,London,B2C Individual,Bronze,Direct Market
CUST-00105,2025-01-25,34,Female,France,Lyon,B2B Small Business,Silver,Social Media
CUST-00106,2024-01-18,32,Male,United States,Chicago,B2B Small Business,Bronze,Social Media
CUST-00107,2024-06-26,59,Male,United Kingdom,Birmingham,Corporate Account,Bronze,Social Media
CUST-00108,2025-02-18,32,Female,Canada,Calgary,B2B Small Business,Bronze,Social Media
CUST-00109,2025-06-12,32,Female,United States,New York,B2C Individual,Silver,Email Referral
CUST-00110,2024-06-22,56,Male,United States,New York,B2C Individual,Silver,Direct Market
CUST-00111,2025-03-31,30,Male,United States,New York,B2C Individual,Silver,Email Referral
CUST-00112,2025-11-06,34,Female,United States,New York,B2C Individual,Silver,Social Media
CUST-00113,2024-09-02,49,Male,France,Paris,B2B Small Business,Silver,Organic Search
CUST-00114,2025-12-05,26,Male,Australia,Melbourne,Corporate Account,Regular,Email Referral
CUST-00115,2024-01-06,57,Female,Germany,Hamburg,B2C Individual,Bronze,Social Media
CUST-00116,2025-02-13,37,Male,Australia,Brisbane,B2C Individual,Silver,Email Referral
CUST-00117,2026-02-16,43,Male,Australia,Perth,B2C Individual,Silver,Organic Search
CUST-00118,2024-10-04,44,Female,United States,Phoenix,B2C Individual,Bronze,Direct Market
CUST-00119,2026-02-27,38,Female,France,Lyon,B2C Individual,Gold,Organic Search
CUST-00120,2024-06-14,35,Prefer Not to Say,United Kingdom,London,B2C Individual,Bronze,Organic Search
CUST-00121,2025-04-08,30,Male,Australia,Brisbane,B2C Individual,Bronze,Social Media
CUST-00122,2026-02-27,33,Male,France,Lyon,B2C Individual,Bronze,Social Media
CUST-00123,2024-11-04,26,Female,United States,Los Angeles,B2C Individual,Bronze,Paid Search
CUST-00124,2024-08-25,29,Female,United States,New York,B2B Small Business,Silver,Social Media
CUST-00125,2025-08-03,61,Male,United States,Houston,B2C Individual,Silver,Paid Search
CUST-00126,2024-09-07,55,Female,United Kingdom,Edinburgh,B2C Individual,Gold,Organic Search
CUST-00127,2024-01-01,36,Male,Australia,Perth,B2C Individual,Gold,Organic Search
CUST-00128,2025-05-18,24,Male,Australia,Brisbane,B2C Individual,Bronze,Email Referral
CUST-00129,2026-01-29,52,Male,United States,Houston,B2B Small Business,Silver,Organic Search
CUST-00130,2024-01-31,65,Male,United Kingdom,Edinburgh,B2C Individual,Platinum,Organic Search
CUST-00131,2024-06-22,35,Male,United Kingdom,Edinburgh,B2B Small Business,Bronze,Social Media
CUST-00132,2025-07-17,33,Female,United States,Los Angeles,B2C Individual,Silver,Paid Search
CUST-00133,2025-04-22,56,Female,United States,New York,B2C Individual,Gold,Email Referral
CUST-00134,2025-01-06,21,Female,United States,Los Angeles,B2C Individual,Silver,Email Referral
CUST-00135,2024-03-30,42,Male,France,Marseille,B2C Individual,Bronze,Email Referral
CUST-00136,2025-01-09,49,Male,United States,New York,B2C Individual,Bronze,Paid Search
CUST-00137,2024-05-02,57,Male,United Kingdom,Manchester,B2B Small Business,Silver,Paid Search
CUST-00138,2024-05-13,30,Male,Canada,Toronto,B2C Individual,Regular,Social Media
CUST-00139,2026-01-24,62,Female,United States,Houston,B2C Individual,Bronze,Paid Search
CUST-00140,2024-04-17,34,Female,Japan,Nagoya,B2B Small Business,Regular,Organic Search
CUST-00141,2024-07-14,66,Female,Japan,Osaka,Corporate Account,Bronze,Paid Search
CUST-00142,2024-07-18,54,Male,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00143,2026-01-08,23,Male,United Kingdom,Edinburgh,B2C Individual,Silver,Direct Market
CUST-00144,2024-09-13,36,Female,United States,Los Angeles,B2C Individual,Silver,Email Referral
CUST-00145,2025-02-15,30,Male,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00146,2026-03-30,43,Female,United States,Houston,Corporate Account,Bronze,Organic Search
CUST-00147,2025-10-19,31,Prefer Not to Say,Germany,Hamburg,B2C Individual,Gold,Direct Market
CUST-00148,2024-11-25,48,Male,United Kingdom,London,B2C Individual,Regular,Paid Search
CUST-00149,2024-11-08,21,Female,United States,Los Angeles,Corporate Account,Bronze,Email Referral
CUST-00150,2025-04-29,56,Female,United States,Houston,B2B Small Business,Bronze,Paid Search
CUST-00151,2025-09-11,25,Male,France,Lyon,B2C Individual,Gold,Email Referral
CUST-00152,2025-08-03,42,Female,United States,New York,B2B Small Business,Silver,Social Media
CUST-00153,2025-11-11,30,Male,United States,Houston,B2C Individual,Bronze,Organic Search
CUST-00154,2026-03-15,49,Male,United Kingdom,Edinburgh,B2C Individual,Platinum,Organic Search
CUST-00155,2025-12-02,55,Female,Japan,Tokyo,B2B Small Business,Bronze,Social Media
CUST-00156,2024-07-06,55,Female,United States,New York,B2C Individual,Silver,Direct Market
CUST-00157,2025-01-20,45,Male,Canada,Montreal,B2C Individual,Silver,Organic Search
CUST-00158,2024-12-15,47,Male,Canada,Montreal,B2C Individual,Silver,Social Media
CUST-00159,2024-04-09,20,Female,United States,New York,B2C Individual,Bronze,Paid Search
CUST-00160,2025-06-09,45,Female,Canada,Vancouver,B2C Individual,Silver,Email Referral
CUST-00161,2024-02-02,20,Female,United States,Chicago,B2C Individual,Regular,Email Referral
CUST-00162,2024-12-23,62,Male,Germany,Berlin,B2C Individual,Silver,Paid Search
CUST-00163,2024-12-08,51,Female,Germany,Frankfurt,B2C Individual,Silver,Organic Search
CUST-00164,2024-01-12,33,Male,United Kingdom,Manchester,B2C Individual,Bronze,Organic Search
CUST-00165,2024-04-20,39,Female,United States,Houston,B2B Small Business,Platinum,Social Media
CUST-00166,2024-04-01,49,Male,Australia,Brisbane,B2C Individual,Regular,Paid Search
CUST-00167,2024-12-21,55,Female,United States,Houston,B2C Individual,Gold,Paid Search
CUST-00168,2024-04-14,25,Male,United States,Los Angeles,B2C Individual,Silver,Direct Market
CUST-00169,2024-02-18,25,Male,United States,Phoenix,B2C Individual,Regular,Paid Search
CUST-00170,2025-05-28,23,Male,Germany,Berlin,B2B Small Business,Bronze,Social Media
CUST-00171,2024-04-20,31,Male,Canada,Toronto,B2C Individual,Silver,Organic Search
CUST-00172,2026-03-09,49,Female,United States,Los Angeles,B2C Individual,Silver,Organic Search
CUST-00173,2025-01-04,52,Female,United Kingdom,Edinburgh,B2C Individual,Silver,Paid Search
CUST-00174,2025-03-08,27,Female,United States,Houston,B2C Individual,Gold,Social Media
CUST-00175,2026-01-24,20,Male,Germany,Munich,B2C Individual,Silver,Paid Search
CUST-00176,2024-11-28,29,Female,United States,New York,B2B Small Business,Bronze,Email Referral
CUST-00177,2024-07-24,66,Female,Canada,Calgary,B2C Individual,Bronze,Paid Search
CUST-00178,2026-01-04,48,Male,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00179,2025-01-12,46,Male,France,Paris,B2C Individual,Silver,Direct Market
CUST-00180,2026-01-04,22,Female,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00181,2025-09-24,69,Female,United States,Chicago,B2C Individual,Bronze,Organic Search
CUST-00182,2024-10-22,42,Female,United States,New York,B2C Individual,Silver,Organic Search
CUST-00183,2024-05-26,58,Male,France,Marseille,B2C Individual,Gold,Email Referral
CUST-00184,2024-05-30,48,Female,Australia,Melbourne,B2C Individual,Platinum,Email Referral
CUST-00185,2025-10-31,38,Male,United States,Phoenix,B2C Individual,Regular,Organic Search
CUST-00186,2025-07-04,37,Female,Germany,Frankfurt,B2C Individual,Gold,Paid Search
CUST-00187,2025-10-20,56,Female,Australia,Perth,B2C Individual,Bronze,Social Media
CUST-00188,2025-09-30,39,Male,Germany,Munich,B2C Individual,Gold,Direct Market
CUST-00189,2025-12-26,21,Female,United Kingdom,London,B2B Small Business,Bronze,Paid Search
CUST-00190,2024-03-25,30,Male,United States,Houston,B2B Small Business,Gold,Email Referral
CUST-00191,2024-06-01,62,Prefer Not to Say,United States,Houston,B2C Individual,Silver,Paid Search
CUST-00192,2024-04-04,59,Male,France,Marseille,B2C Individual,Gold,Organic Search
CUST-00193,2025-09-17,67,Male,France,Lyon,B2C Individual,Silver,Organic Search
CUST-00194,2025-06-11,66,Male,Germany,Berlin,B2C Individual,Bronze,Paid Search
CUST-00195,2024-06-18,37,Male,United States,Houston,B2B Small Business,Silver,Paid Search
CUST-00196,2025-01-21,69,Male,United States,Houston,B2C Individual,Bronze,Direct Market
CUST-00197,2024-10-24,30,Female,Canada,Montreal,B2B Small Business,Regular,Organic Search
CUST-00198,2024-10-22,34,Female,France,Paris,B2C Individual,Silver,Paid Search
CUST-00199,2025-11-27,53,Female,France,Lyon,B2C Individual,Silver,Organic Search
CUST-00200,2024-08-05,50,Male,Canada,Toronto,B2C Individual,Platinum,Email Referral
CUST-00201,2025-10-17,18,Female,Germany,Berlin,B2B Small Business,Silver,Direct Market
CUST-00202,2024-10-12,32,Male,United States,Houston,B2C Individual,Bronze,Organic Search
CUST-00203,2025-03-08,30,Female,United States,Houston,B2C Individual,Bronze,Paid Search
CUST-00204,2025-12-19,34,Male,France,Paris,B2C Individual,Silver,Organic Search
CUST-00205,2025-01-23,41,Female,Germany,Berlin,Corporate Account,Gold,Paid Search
CUST-00206,2024-04-27,25,Female,United States,New York,B2C Individual,Gold,Organic Search
CUST-00207,2025-11-19,67,Female,United States,Phoenix,B2C Individual,Regular,Paid Search
CUST-00208,2024-06-01,44,Male,Germany,Hamburg,B2C Individual,Bronze,Social Media
CUST-00209,2024-03-19,62,Male,United States,Phoenix,B2B Small Business,Bronze,Social Media
CUST-00210,2024-01-23,40,Male,United States,Phoenix,B2B Small Business,Bronze,Organic Search
CUST-00211,2024-05-24,63,Female,United Kingdom,Manchester,B2C Individual,Gold,Paid Search
CUST-00212,2025-01-02,25,Female,Canada,Calgary,B2C Individual,Bronze,Social Media
CUST-00213,2024-09-15,25,Male,Germany,Hamburg,B2C Individual,Bronze,Social Media
CUST-00214,2025-09-23,43,Female,United States,Chicago,B2C Individual,Silver,Organic Search
CUST-00215,2026-01-24,64,Female,Canada,Toronto,B2C Individual,Silver,Email Referral
CUST-00216,2026-01-17,30,Female,United States,Los Angeles,B2C Individual,Gold,Paid Search
CUST-00217,2024-11-28,56,Male,United States,Houston,B2C Individual,Silver,Organic Search
CUST-00218,2025-09-14,54,Male,Canada,Montreal,B2C Individual,Silver,Organic Search
CUST-00219,2024-04-01,66,Male,Germany,Frankfurt,B2B Small Business,Silver,Direct Market
CUST-00220,2024-09-12,45,Female,Australia,Brisbane,B2C Individual,Gold,Organic Search
CUST-00221,2025-08-11,42,Male,Germany,Frankfurt,B2C Individual,Bronze,Direct Market
CUST-00222,2024-01-04,33,Female,Germany,Berlin,B2C Individual,Bronze,Paid Search
CUST-00223,2025-08-29,19,Female,United States,New York,B2C Individual,Bronze,Paid Search
CUST-00224,2025-02-15,35,Female,United States,Los Angeles,B2C Individual,Bronze,Social Media
CUST-00225,2025-12-07,34,Female,United States,New York,B2B Small Business,Gold,Organic Search
CUST-00226,2025-03-19,47,Male,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00227,2025-10-19,56,Male,Japan,Osaka,B2C Individual,Platinum,Paid Search
CUST-00228,2026-01-26,30,Female,United States,Chicago,B2C Individual,Bronze,Email Referral
CUST-00229,2024-08-28,49,Male,France,Marseille,B2C Individual,Platinum,Paid Search
CUST-00230,2024-10-21,67,Male,Germany,Hamburg,B2C Individual,Gold,Paid Search
CUST-00231,2025-04-05,46,Male,Canada,Toronto,B2C Individual,Silver,Organic Search
CUST-00232,2024-12-04,63,Male,United Kingdom,London,B2C Individual,Silver,Social Media
CUST-00233,2024-03-31,47,Male,Germany,Munich,B2C Individual,Bronze,Organic Search
CUST-00234,2024-04-04,35,Female,United Kingdom,Edinburgh,B2C Individual,Silver,Organic Search
CUST-00235,2025-05-02,30,Female,United States,Los Angeles,B2C Individual,Bronze,Organic Search
CUST-00236,2024-03-29,60,Female,Canada,Calgary,B2C Individual,Silver,Social Media
CUST-00237,2024-03-18,38,Male,United States,New York,B2C Individual,Gold,Paid Search
CUST-00238,2026-01-10,47,Male,United States,Chicago,B2B Small Business,Bronze,Paid Search
CUST-00239,2026-02-20,38,Male,Germany,Munich,B2C Individual,Gold,Social Media
CUST-00240,2024-09-01,65,Female,United States,Los Angeles,B2B Small Business,Bronze,Direct Market
CUST-00241,2024-03-29,34,Male,France,Paris,B2C Individual,Silver,Email Referral
CUST-00242,2026-02-27,57,Female,Japan,Osaka,B2B Small Business,Platinum,Paid Search
CUST-00243,2024-05-04,36,Female,France,Paris,B2C Individual,Silver,Social Media
CUST-00244,2024-10-15,69,Male,United States,Houston,B2C Individual,Silver,Direct Market
CUST-00245,2024-04-16,32,Male,United States,Los Angeles,B2C Individual,Gold,Paid Search
CUST-00246,2024-04-15,26,Non-Binary,France,Marseille,B2C Individual,Platinum,Paid Search
CUST-00247,2024-12-31,69,Non-Binary,United Kingdom,Birmingham,Corporate Account,Bronze,Organic Search
CUST-00248,2025-09-19,27,Male,Japan,Tokyo,B2C Individual,Silver,Email Referral
CUST-00249,2024-07-05,61,Male,Japan,Osaka,Corporate Account,Silver,Organic Search
CUST-00250,2025-01-17,48,Non-Binary,Australia,Sydney,B2C Individual,Bronze,Organic Search
CUST-00251,2024-03-02,40,Male,United States,Phoenix,B2C Individual,Bronze,Paid Search
CUST-00252,2024-05-07,69,Male,United States,New York,B2C Individual,Bronze,Email Referral
CUST-00253,2025-10-13,47,Male,Australia,Perth,B2C Individual,Silver,Paid Search
CUST-00254,2026-03-23,50,Female,United States,Houston,B2B Small Business,Platinum,Email Referral
CUST-00255,2025-05-06,69,Male,United States,Phoenix,B2C Individual,Gold,Email Referral
CUST-00256,2025-02-09,26,Male,Germany,Munich,B2C Individual,Silver,Paid Search
CUST-00257,2024-11-13,64,Male,France,Lyon,Corporate Account,Bronze,Social Media
CUST-00258,2025-05-03,18,Female,Canada,Toronto,B2C Individual,Bronze,Paid Search
CUST-00259,2025-01-05,61,Prefer Not to Say,Germany,Berlin,B2C Individual,Bronze,Direct Market
CUST-00260,2025-02-16,52,Female,United States,Phoenix,B2C Individual,Silver,Social Media
CUST-00261,2025-09-06,28,Female,Germany,Frankfurt,B2C Individual,Bronze,Direct Market
CUST-00262,2024-07-22,51,Female,Japan,Nagoya,B2C Individual,Silver,Organic Search
CUST-00263,2025-04-11,33,Male,United States,Houston,B2C Individual,Platinum,Paid Search
CUST-00264,2025-12-11,26,Male,United Kingdom,Manchester,B2C Individual,Gold,Organic Search
CUST-00265,2025-05-06,49,Female,Australia,Melbourne,B2C Individual,Gold,Paid Search
CUST-00266,2024-04-22,32,Male,Canada,Vancouver,B2C Individual,Silver,Email Referral
CUST-00267,2024-01-15,29,Male,Canada,Toronto,Corporate Account,Bronze,Paid Search
CUST-00268,2025-12-12,50,Female,Canada,Calgary,B2C Individual,Bronze,Organic Search
CUST-00269,2024-06-04,62,Male,United States,Phoenix,B2C Individual,Gold,Organic Search
CUST-00270,2024-04-23,31,Male,United States,Phoenix,B2C Individual,Silver,Paid Search
CUST-00271,2024-11-27,25,Prefer Not to Say,Australia,Brisbane,B2C Individual,Silver,Organic Search
CUST-00272,2026-02-24,25,Female,Australia,Perth,B2C Individual,Bronze,Paid Search
CUST-00273,2025-02-15,44,Male,Australia,Perth,B2B Small Business,Silver,Email Referral
CUST-00274,2024-07-24,29,Prefer Not to Say,France,Marseille,B2B Small Business,Bronze,Paid Search
CUST-00275,2025-06-26,18,Female,United Kingdom,Manchester,B2C Individual,Bronze,Social Media
CUST-00276,2024-04-16,60,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Paid Search
CUST-00277,2025-01-14,57,Male,Canada,Calgary,B2C Individual,Silver,Social Media
CUST-00278,2025-07-28,59,Male,Germany,Hamburg,B2C Individual,Bronze,Organic Search
CUST-00279,2025-03-18,68,Female,Canada,Montreal,B2C Individual,Bronze,Direct Market
CUST-00280,2024-09-02,28,Female,Canada,Calgary,B2B Small Business,Gold,Social Media
CUST-00281,2025-11-11,56,Female,France,Paris,B2C Individual,Silver,Organic Search
CUST-00282,2025-04-14,60,Male,United States,Los Angeles,Corporate Account,Silver,Organic Search
CUST-00283,2024-01-13,48,Male,United States,Houston,B2C Individual,Silver,Organic Search
CUST-00284,2025-04-10,34,Female,United States,Phoenix,B2C Individual,Regular,Email Referral
CUST-00285,2024-06-09,50,Male,Germany,Hamburg,B2C Individual,Bronze,Social Media
CUST-00286,2024-07-27,49,Female,United States,Phoenix,B2C Individual,Bronze,Paid Search
CUST-00287,2025-02-14,46,Male,United Kingdom,Birmingham,B2C Individual,Silver,Paid Search
CUST-00288,2024-06-28,38,Male,United Kingdom,Manchester,B2C Individual,Bronze,Email Referral
CUST-00289,2024-06-15,38,Female,United States,Los Angeles,B2C Individual,Silver,Email Referral
CUST-00290,2024-08-29,57,Female,Germany,Munich,B2C Individual,Silver,Social Media
CUST-00291,2025-02-27,40,Male,United States,Phoenix,B2C Individual,Regular,Paid Search
CUST-00292,2025-03-13,23,Male,United States,Chicago,B2B Small Business,Platinum,Email Referral
CUST-00293,2024-11-23,39,Female,Australia,Brisbane,B2C Individual,Platinum,Social Media
CUST-00294,2025-06-16,67,Male,United States,Los Angeles,B2C Individual,Bronze,Paid Search
CUST-00295,2024-11-12,55,Female,United States,Los Angeles,B2C Individual,Gold,Organic Search
CUST-00296,2025-02-14,54,Non-Binary,United Kingdom,Birmingham,B2C Individual,Bronze,Email Referral
CUST-00297,2026-02-24,62,Male,Canada,Toronto,B2C Individual,Silver,Organic Search
CUST-00298,2026-01-28,68,Female,United States,Chicago,B2C Individual,Gold,Organic Search
CUST-00299,2025-01-25,25,Male,Germany,Frankfurt,B2C Individual,Bronze,Email Referral
CUST-00300,2024-03-19,58,Female,United States,Phoenix,B2C Individual,Silver,Social Media
CUST-00301,2024-05-23,66,Male,United States,Phoenix,B2C Individual,Bronze,Email Referral
CUST-00302,2025-10-20,52,Non-Binary,United Kingdom,Edinburgh,B2C Individual,Bronze,Paid Search
CUST-00303,2025-03-05,68,Male,United Kingdom,Birmingham,B2C Individual,Platinum,Direct Market
CUST-00304,2024-03-09,28,Male,Germany,Frankfurt,B2C Individual,Bronze,Paid Search
CUST-00305,2024-01-06,41,Prefer Not to Say,Canada,Toronto,B2C Individual,Bronze,Social Media
